accuracy,precision,recall,fMeasure,truePositiveRate,falsePositiveRate,weightedRecall,weightedPrecision,weightedFMeasure,weightedFalsePositiveRate
0.6728842832469776,0.27388535031847133,0.5443037974683544,0.364406779661017,0.5443037974683544,0.12866817155756208,0.6728842832469776,0.7977692087205226,0.7163514303253187,0.24673974855469705
